"OrganizationCode","Name","EffectiveStartDate","EffectiveEndDate","ViewInstanceName","GroupingKey","LogicalStartDate","LogicalEndDate","Title","CostAllocationKeyflexId","EstablishmentName","InternalAddressLine","InternalExternalFlag","LegalEntityIdentifier","LocationCode","LocationSetCode","Type","GUID","ActionReasonUsagesId","ActionCode","ActionReasonCode","OrganizationId","EstablishmentId","LegalEntityId","LocationId","LocationSetId","ActionId","ActionOccurrenceId","ActionReasonId"
"LE_0023","Snackskal AB","0001/01/01","4712/12/31","OrganizationMigration","A2C06B6B59F49DDFE053120C1B0A9EA3","0001/01/01","4712/12/31","","","","","INT","LE_316","","","","A2C06B6B59F49DDFE053120C1B0A9EA3","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_0003","Squareup Pte. Ltd","0001/01/01","4712/12/31","OrganizationMigration","A2C1275663C44A5BE053140C1B0A394F","0001/01/01","4712/12/31","","","","","INT","LE_202","","","","A2C1275663C44A5BE053140C1B0A394F","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_311","Block Global B.V.","0001/01/01","4712/12/31","OrganizationMigration","A2C127CC63279D86E053120C1B0AFD2E","0001/01/01","4712/12/31","","","","","INT","LE_311","","","","A2C127CC63279D86E053120C1B0AFD2E","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_113","Verse Technologies, Inc.","0001/01/01","4712/12/31","OrganizationMigration","A98F0FF92FDEB759E053140C1B0ABCBA","0001/01/01","4712/12/31","","","","","INT","LE_113","","","","A98F0FF92FDEB759E053140C1B0ABCBA","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_314","Verse Payments Lithuania, UAB","0001/01/01","4712/12/31","OrganizationMigration","A99485BA19FB3C26E053140C1B0A8510","0001/01/01","4712/12/31","","","","","INT","LE_314","","","","A99485BA19FB3C26E053140C1B0A8510","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_313","Decentralized Global Payments, SL","0001/01/01","4712/12/31","OrganizationMigration","A991065CBA318A66E053140C1B0A1E42","0001/01/01","4712/12/31","","","","","INT","LE_313","","","","A991065CBA318A66E053140C1B0A1E42","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_114","Cash App Investing LLC","0001/01/01","4712/12/31","OrganizationMigration","AAB9BB7CD20180E7E053140C1B0A1D9F","0001/01/01","4712/12/31","","","","","INT","LE_114","","","","AAB9BB7CD20180E7E053140C1B0A1D9F","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_115","Stitch Labs, Inc.","0001/01/01","4712/12/31","OrganizationMigration","ABBF844348E37639E053140C1B0A932D","0001/01/01","4712/12/31","","","","","INT","LE_115","","","","ABBF844348E37639E053140C1B0A932D","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_303","Squareup International Services Ltd.","0001/01/01","4712/12/31","OrganizationMigration","AD0CD882662479CEE053140C1B0A5341","0001/01/01","4712/12/31","","","","","INT","LE_303","","","","AD0CD882662479CEE053140C1B0A5341","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"317_LE","Squareup GmbH","0001/01/01","2020/06/30","OrganizationMigration","ADC698D339A24071E053120C1B0AB537","0001/01/01","","","","","","INT","317_LE","","","","ADC698D339A24071E053120C1B0AB537","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"317_LE","Squareup GmbH","2020/07/01","4712/12/31","OrganizationMigration","ADC698D339A24071E053120C1B0AB537","","4712/12/31","","","","","INT","317_LE","","","","ADC698D339A24071E053120C1B0AB537","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_117","Huinaha Reinsurance Inc.","0001/01/01","4712/12/31","OrganizationMigration","B1C64731A7A80B42E053120C1B0A28E9","0001/01/01","4712/12/31","","","","","INT","LE_117","","","","B1C64731A7A80B42E053120C1B0A28E9","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_116","Cash App Taxes, Inc.","0001/01/01","4712/12/31","OrganizationMigration","B3E9259FCD0AA79FE053140C1B0A72AD","0001/01/01","4712/12/31","","","","","INT","LE_116","","","","B3E9259FCD0AA79FE053140C1B0A72AD","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_304","Cash App Innovation (UK) Ltd.","0001/01/01","4712/12/31","OrganizationMigration","B94EF0BF879952B4E053A162500A97B9","0001/01/01","4712/12/31","","","","","INT","LE_304","","","","B94EF0BF879952B4E053A162500A97B9","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_318","Square Capel (IE) Limited","0001/01/01","4712/12/31","OrganizationMigration","B94EF0BF879E52B4E053A162500A97B9","0001/01/01","4712/12/31","","","","","INT","LE_318","","","","B94EF0BF879E52B4E053A162500A97B9","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_319","Cash App Innovation (IE) Limited","0001/01/01","4712/12/31","OrganizationMigration","B94EF0D85D95A6ABE053A062500A0E1B","0001/01/01","4712/12/31","","","","","INT","LE_319","","","","B94EF0D85D95A6ABE053A062500A0E1B","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_131","Square Financial Services Inc.","0001/01/01","4712/12/31","OrganizationMigration","BC2E47C0E7A38AF1E053A162500ADA08","0001/01/01","4712/12/31","","","","","INT","LE_131","","","","BC2E47C0E7A38AF1E053A162500ADA08","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_215","Global Risk Engagement B.V. (TWN)","0001/01/01","4712/12/31","OrganizationMigration","C3EB43521F962177E053A062500AC779","0001/01/01","4712/12/31","","","","","INT","LE_215","","","","C3EB43521F962177E053A062500AC779","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_118","Vandutch Acquisition Corp. (DE)","0001/01/01","4712/12/31","OrganizationMigration","C8B94AD0B899C634E053A162500A596A","0001/01/01","4712/12/31","","","","","INT","LE_118","","","","C8B94AD0B899C634E053A162500A596A","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_321","Tidal Music AS","0001/01/01","4712/12/31","OrganizationMigration","C8B99CBB8CF4C3ACE053A162500AA696","0001/01/01","4712/12/31","","","","","INT","LE_321","","","","C8B99CBB8CF4C3ACE053A162500AA696","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_323","WiMP Music GmbH","0001/01/01","4712/12/31","OrganizationMigration","C8B9B004CFD4E25FE053A062500AEE82","0001/01/01","4712/12/31","","","","","INT","LE_323","","","","C8B9B004CFD4E25FE053A062500AEE82","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_324","Tidal US AB","0001/01/01","4712/12/31","OrganizationMigration","C8B9B004CFD9E25FE053A062500AEE82","0001/01/01","4712/12/31","","","","","INT","LE_324","","","","C8B9B004CFD9E25FE053A062500AEE82","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_120","Malibu Entertainment Inc.(US)","0001/01/01","4712/12/31","OrganizationMigration","C8B958C48ACCC5C4E053A162500A91B4","0001/01/01","4712/12/31","","","","","INT","LE_120","","","","C8B958C48ACCC5C4E053A162500A91B4","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_320","Aspiro AB","0001/01/01","4712/12/31","OrganizationMigration","C8B9BAFC2A87FA05E053A162500AB492","0001/01/01","4712/12/31","","","","","INT","LE_320","","","","C8B9BAFC2A87FA05E053A162500AB492","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_501","Project Panther Ltd.","0001/01/01","4712/12/31","OrganizationMigration","C8B9B00E7364D8ABE053A062500A891C","0001/01/01","4712/12/31","","","","","INT","LE_501","","","","C8B9B00E7364D8ABE053A062500A891C","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_503","Tidal Serviços de Entretenimento Ltda","0001/01/01","4712/12/31","OrganizationMigration","C8B9B00E736AD8ABE053A062500A891C","0001/01/01","4712/12/31","","","","","INT","LE_503","","","","C8B9B00E736AD8ABE053A062500A891C","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_119","Project Rising, LLC","0001/01/01","4712/12/31","OrganizationMigration","C8B95832378FE77AE053A062500AF1B1","0001/01/01","4712/12/31","","","","","INT","LE_119","","","","C8B95832378FE77AE053A062500AF1B1","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_121","Project Panther US LLC (US)","0001/01/01","4712/12/31","OrganizationMigration","C8B9853845FE8C96E053A162500A06BA","0001/01/01","4712/12/31","","","","","INT","LE_121","","","","C8B9853845FE8C96E053A162500A06BA","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_305","Project Panther Bidco Ltd","0001/01/01","4712/12/31","OrganizationMigration","C8B958323794E77AE053A062500AF1B1","0001/01/01","4712/12/31","","","","","INT","LE_305","","","","C8B958323794E77AE053A062500AF1B1","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_322","Tidal sp. z o.o.","0001/01/01","4712/12/31","OrganizationMigration","C8B958323799E77AE053A062500AF1B1","0001/01/01","4712/12/31","","","","","INT","LE_322","","","","C8B958323799E77AE053A062500AF1B1","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_212","Tidal K.K.","0001/01/01","4712/12/31","OrganizationMigration","CF7D64B1EE2977CEE053A062500A9378","0001/01/01","4712/12/31","","","","","INT","LE_212","","","","CF7D64B1EE2977CEE053A062500A9378","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_325","Tidal Music - Spain, SL","0001/01/01","4712/12/31","OrganizationMigration","D190D52DA4C081B2E053A062500AD5FA","0001/01/01","4712/12/31","","","","","INT","LE_325","","","","D190D52DA4C081B2E053A062500AD5FA","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_263","Touch Australia Pty Ltd","0001/01/01","4712/12/31","OrganizationMigration","DB9498B9B826B475E053A162500AAE87","0001/01/01","4712/12/31","","","","","INT","LE_263","","","","DB9498B9B826B475E053A162500AAE87","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_265","Touch Networks Pty Ltd","0001/01/01","4712/12/31","OrganizationMigration","DB94AAC2F85880ADE053A162500AA254","0001/01/01","4712/12/31","","","","","INT","LE_265","","","","DB94AAC2F85880ADE053A162500AA254","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_269","Afterpay Warehouse Trust","0001/01/01","4712/12/31","OrganizationMigration","DB9498B9B82BB475E053A162500AAE87","0001/01/01","4712/12/31","","","","","INT","LE_269","","","","DB9498B9B82BB475E053A162500AAE87","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_332","Clearpay (UK) Finance Services Limited","0001/01/01","4712/12/31","OrganizationMigration","DB955CB779708AC5E053A062500AD0EA","0001/01/01","4712/12/31","","","","","INT","LE_332","","","","DB955CB779708AC5E053A062500AD0EA","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_340","Pagantis, S.A. (Italian Branch)","0001/01/01","4712/12/31","OrganizationMigration","DB954372416AE563E053A062500A3B34","0001/01/01","4712/12/31","","","","","INT","LE_340","","","","DB954372416AE563E053A062500A3B34","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_142","Afterpay US Receivables Warehouse-C LLC","0001/01/01","4712/12/31","OrganizationMigration","DB95DC9F0506B6E5E053A162500AD4C6","0001/01/01","4712/12/31","","","","","INT","LE_142","","","","DB95DC9F0506B6E5E053A162500AD4C6","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_143","Afterpay US Receivables Warehouse-GS LLC","0001/01/01","4712/12/31","OrganizationMigration","DB9577B9DF26B8E5E053A162500ADADF","0001/01/01","4712/12/31","","","","","INT","LE_143","","","","DB9577B9DF26B8E5E053A162500ADADF","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_146","Afterpay Receivables Warehouse-JPM LLC","0001/01/01","4712/12/31","OrganizationMigration","DB955CB779758AC5E053A062500AD0EA","0001/01/01","4712/12/31","","","","","INT","LE_146","","","","DB955CB779758AC5E053A062500AD0EA","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_262","Touch Holdings Pty Ltd","0001/01/01","4712/12/31","OrganizationMigration","DB91C370DA3C6627E053A162500A384F","0001/01/01","4712/12/31","","","","","INT","LE_262","","","","DB91C370DA3C6627E053A162500A384F","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_267","Afterpay Holdings Pty Ltd","0001/01/01","4712/12/31","OrganizationMigration","DB94BA4FAE1817B9E053A162500A0DF2","0001/01/01","4712/12/31","","","","","INT","LE_267","","","","DB94BA4FAE1817B9E053A162500A0DF2","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_205","PT Empat Kali Indonesia","0001/01/01","4712/12/31","OrganizationMigration","DB9528C4E71591FDE053A162500A21CE","0001/01/01","4712/12/31","","","","","INT","LE_205","","","","DB9528C4E71591FDE053A162500A21CE","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_221","Afterpay Information Technology Service (Shanghai) Co., Ltd.","0001/01/01","4712/12/31","OrganizationMigration","DB9533F8EC3CB23FE053A062500AA37A","0001/01/01","4712/12/31","","","","","INT","LE_221","","","","DB9533F8EC3CB23FE053A062500AA37A","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_331","Clearpay (International) Finance Holding Limited","0001/01/01","4712/12/31","OrganizationMigration","DB95546643DC9BB3E053A062500A1D71","0001/01/01","4712/12/31","","","","","INT","LE_331","","","","DB95546643DC9BB3E053A062500A1D71","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_335","Clearpay Finance Limited","0001/01/01","4712/12/31","OrganizationMigration","DB956EBFD44AB227E053A062500A182F","0001/01/01","4712/12/31","","","","","INT","LE_335","","","","DB956EBFD44AB227E053A062500A182F","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_338","Clearpay S.A.U.","0001/01/01","4712/12/31","OrganizationMigration","DB956D150AB7A1C8E053A162500A870B","0001/01/01","4712/12/31","","","","","INT","LE_338","","","","DB956D150AB7A1C8E053A162500A870B","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_141","Afterpay US, Inc.","0001/01/01","4712/12/31","OrganizationMigration","DB95D64F53092699E053A062500A8103","0001/01/01","4712/12/31","","","","","INT","LE_141","","","","DB95D64F53092699E053A062500A8103","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_271","Lanai (AU) 1 Pty Ltd","0001/01/01","4712/12/31","OrganizationMigration","DB962A0478B3EB5AE053A162500A2FD7","0001/01/01","4712/12/31","","","","","INT","LE_271","","","","DB962A0478B3EB5AE053A162500A2FD7","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_270","Afterpay International Holdings Pty Ltd","0001/01/01","4712/12/31","OrganizationMigration","DB94CF6652AECB08E053A162500A9EE5","0001/01/01","4712/12/31","","","","","INT","LE_270","","","","DB94CF6652AECB08E053A162500A9EE5","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_264","Afterpay Corporate Services Pty Ltd","0001/01/01","4712/12/31","OrganizationMigration","DB94990DFFEC4882E053A162500A8FE7","0001/01/01","4712/12/31","","","","","INT","LE_264","","","","DB94990DFFEC4882E053A162500A8FE7","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_266","Afterpay China Holdings Pty Ltd","0001/01/01","4712/12/31","OrganizationMigration","DB94B293E058D9DCE053A162500AFAAC","0001/01/01","4712/12/31","","","","","INT","LE_266","","","","DB94B293E058D9DCE053A162500AFAAC","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_268","Afterpay Australia Pty Ltd","0001/01/01","4712/12/31","OrganizationMigration","DB94C08444EF81A0E053A162500A77A1","0001/01/01","4712/12/31","","","","","INT","LE_268","","","","DB94C08444EF81A0E053A162500A77A1","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_203","Afterpay Asia Pte. Ltd.","0001/01/01","4712/12/31","OrganizationMigration","DB94990DFFF74882E053A162500A8FE7","0001/01/01","4712/12/31","","","","","INT","LE_203","","","","DB94990DFFF74882E053A162500A8FE7","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_333","Clearpay (International) Limited ","0001/01/01","4712/12/31","OrganizationMigration","DB95678BAD8F7C4DE053A162500A0D6E","0001/01/01","4712/12/31","","","","","INT","LE_333","","","","DB95678BAD8F7C4DE053A162500A0D6E","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_148","Lanai (US) 2, LLC","0001/01/01","4712/12/31","OrganizationMigration","DB9607653719FA02E053A162500A262D","0001/01/01","4712/12/31","","","","","INT","LE_148","","","","DB9607653719FA02E053A162500A262D","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_261","Afterpay Limited","0001/01/01","4712/12/31","OrganizationMigration","DB9482B2B723FB78E053A162500A2FDB","0001/01/01","4712/12/31","","","","","INT","LE_261","","","","DB9482B2B723FB78E053A162500A2FDB","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_145","Touchcorp Limited ","0001/01/01","4712/12/31","OrganizationMigration","DB94FBAF4AB7DF14E053A162500ADFFD","0001/01/01","4712/12/31","","","","","INT","LE_145","","","","DB94FBAF4AB7DF14E053A162500ADFFD","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_204","Setelah Bayar Pte. Ltd.","0001/01/01","4712/12/31","OrganizationMigration","DB950E7D6EE77780E053A162500AD1C3","0001/01/01","4712/12/31","","","","","INT","LE_204","","","","DB950E7D6EE77780E053A162500AD1C3","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_231","Afterpay NZ Limited","0001/01/01","4712/12/31","OrganizationMigration","DB953B4D86F476FDE053A162500A2187","0001/01/01","4712/12/31","","","","","INT","LE_231","","","","DB953B4D86F476FDE053A162500A2187","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_232","Afterpay NZ Warehouse Trust","0001/01/01","4712/12/31","OrganizationMigration","DB953CE47550EA44E053A062500A8003","0001/01/01","4712/12/31","","","","","INT","LE_232","","","","DB953CE47550EA44E053A062500A8003","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_336","Clearpay Receivables Warehouse 2020-1 Limited","0001/01/01","4712/12/31","OrganizationMigration","DB957E7F66666C93E053A062500A079B","0001/01/01","4712/12/31","","","","","INT","LE_336","","","","DB957E7F66666C93E053A062500A079B","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_334","Clearpay (Europe) Limited","0001/01/01","4712/12/31","OrganizationMigration","DB955CC0D724757DE053A162500A0BC2","0001/01/01","4712/12/31","","","","","INT","LE_334","","","","DB955CC0D724757DE053A162500A0BC2","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_337","Clearpay Receivables Warehouse 2020-2 Limited","0001/01/01","4712/12/31","OrganizationMigration","DB955CC0D72D757DE053A162500A0BC2","0001/01/01","4712/12/31","","","","","INT","LE_337","","","","DB955CC0D72D757DE053A162500A0BC2","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_339","Clearpay Technology S.L.","0001/01/01","4712/12/31","OrganizationMigration","DB9598C6704AC301E053A162500AB174","0001/01/01","4712/12/31","","","","","INT","LE_339","","","","DB9598C6704AC301E053A162500AB174","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_341","Pagantis, S.A. (French Branch)","0001/01/01","4712/12/31","OrganizationMigration","DB958330AC57E33DE053A162500AA51B","0001/01/01","4712/12/31","","","","","INT","LE_341","","","","DB958330AC57E33DE053A162500AA51B","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_144","Afterpay US Services, LLC","0001/01/01","4712/12/31","OrganizationMigration","DB95E8B65C431D7AE053A162500A4AF6","0001/01/01","4712/12/31","","","","","INT","LE_144","","","","DB95E8B65C431D7AE053A162500A4AF6","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_153","Afterpay Canada Limited","0001/01/01","4712/12/31","OrganizationMigration","DB95DC86FD2D9CCFE053A062500AB547","0001/01/01","4712/12/31","","","","","INT","LE_153","","","","DB95DC86FD2D9CCFE053A062500AB547","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_147","Lanai (US) 1, LLC","0001/01/01","4712/12/31","OrganizationMigration","DB9607DA4901F966E053A062500A5A5D","0001/01/01","4712/12/31","","","","","INT","LE_147","","","","DB9607DA4901F966E053A062500A5A5D","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_272","Lanai (AU) 2 Pty Ltd","0001/01/01","4712/12/31","OrganizationMigration","DB962CE7EBBB6EB5E053A062500AA20F","0001/01/01","4712/12/31","","","","","INT","LE_272","","","","DB962CE7EBBB6EB5E053A062500AA20F","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_504","Block of Mexico, SA","0001/01/01","4712/12/31","OrganizationMigration","DEB1633CD45727DCE053A162500A364C","0001/01/01","4712/12/31","","","","","INT","LE_504","","","","DEB1633CD45727DCE053A162500A364C","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_327","GoParrot SRL","0001/01/01","4712/12/31","OrganizationMigration","E0CCDEBBA206C20BE0534893500A4BDE","0001/01/01","4712/12/31","","","","","INT","LE_327","","","","E0CCDEBBA206C20BE0534893500A4BDE","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_274","Lanai (AU) 2 Pty Ltd.","0001/01/01","4712/12/31","OrganizationMigration","E3A23F9A15DD2F43E0539696500A51DF","0001/01/01","4712/12/31","","","","","INT","LE_274","","","","E3A23F9A15DD2F43E0539696500A51DF","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_273","Lanai (AU) 1 Pty Ltd.","0001/01/01","4712/12/31","OrganizationMigration","E3A22DB7EF7E7FB3E0534893500A5A43","0001/01/01","4712/12/31","","","","","INT","LE_273","","","","E3A22DB7EF7E7FB3E0534893500A5A43","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_326","Block XYZ Limited","0001/01/01","4712/12/31","OrganizationMigration","E580EB7BD965B54BE0539696500A373C","0001/01/01","4712/12/31","","","","","INT","LE_326","","","","E580EB7BD965B54BE0539696500A373C","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_154","Cash App Canada Payments ULC","0001/01/01","4712/12/31","OrganizationMigration","E70E686654376414E0534893500A3A30","0001/01/01","4712/12/31","","","","","INT","LE_154","","","","E70E686654376414E0534893500A3A30","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
"LE_149","LWAC limited","0001/01/01","4712/12/31","OrganizationMigration","EAD8F4D0FD003D45E0539696500AD079","0001/01/01","4712/12/31","","","","","INT","LE_149","","","","EAD8F4D0FD003D45E0539696500AD079","","PER_ORG_NEW","","","#null","","#null","#null","","","#null"
