"XLA_ADR_RULE.AmbContextCode","XLA_ADR_RULE.ApplicationShortName","XLA_ADR_RULE.SegmentRuleCode","XLA_ADR_RULE.SegmentRuleTypeCode","XLA_ADR_RULE_DETAIL.AmbContextCode","XLA_ADR_RULE_DETAIL.ApplicationShortName","XLA_ADR_RULE_DETAIL.SegmentRuleCode","XLA_ADR_RULE_DETAIL.SegmentRuleTypeCode","XLA_ADR_RULE_DETAIL.UserSequence","AmbContextCode","AccountingLineCode","AccountingLineTypeCode","EntityCode","EventClassCode","UserSequence","ApplicationShortName","SegmentRuleCode","SegmentRuleTypeCode","UserSequence1","DescriptionCode","DescriptionTypeCode","UserSequence2","ApplicationShortNameXLA1","ApplicationShortNameXLA2","BracketLeftCode","BracketRightCode","CreatedBy","CreationDate","FlexfieldSegmentCode","IndependentValueConstant","LastUpdateDate","LastUpdateLogin","LastUpdatedBy","LineOperatorCode","LogicalOperatorCode","SourceCode","SourceTypeCode","SourceOriginCode","ValueConstant","ValueFlexfieldSegmentCode","ValueSourceCode","ValueSourceTypeCode","ValueTypeCode","ValueSourceOriginCode","SourceAppShortName","ValueSourceAppShortName","AmbContextCode1","ApplicationShortName1","AmbContextCode2","ApplicationShortName2","ApplicationShortNameXLA","SourceAppShortNameXLA","ValueSourceAppShortNameXLA"
"DEFAULT","PO","SQ_PO_PRODUCT_CODE_ADR","C","DEFAULT","","SQ_PO_PRODUCT_CODE_ADR","C","2","DEFAULT","","","","","10","PO","SQ_PO_PRODUCT_CODE_ADR","C","2","","","","PO","","","","venkat@squareup.com","2018/09/16 17:43:48.223","","","2018/09/16 17:43:48.361","73B199E55E147D86E053140C1B0A5279","venkat@squareup.com","N","","REQ_CHARGE_ACCOUNT","S","","","","","","","","PO","","DEFAULT","PO","","","PO","PO",""
"DEFAULT","XXFRED_FRKLN_SR","XXFRED_FRNKLN_PRODUCT_DR","C","DEFAULT","","XXFRED_FRNKLN_PRODUCT_DR","C","4","DEFAULT","","","","","10","","XXFRED_FRNKLN_PRODUCT_DR","C","4","","","","XXFRED_FRKLN_SR","","","","mukund1@squareup.com","2019/12/06 00:00:57.078","","","2019/12/06 00:00:57.127","9776BC77F82ABEB1E053140C1B0AF6CA","mukund1@squareup.com","E","A","FRED_TRANSACTION_TYPE","S","","LOSS","","","","C","","","","DEFAULT","","","","XXFRED_FRKLN_SR","XXFRED_FRKLN_SR",""
"DEFAULT","XXFRED_FRKLN_SR","XXFRED_FRNKLN_PRODUCT_DR","C","DEFAULT","","XXFRED_FRNKLN_PRODUCT_DR","C","4","DEFAULT","","","","","20","","XXFRED_FRNKLN_PRODUCT_DR","C","4","","","","XXFRED_FRKLN_SR","","","","mukund1@squareup.com","2019/12/06 00:00:57.091","","","2019/12/06 00:00:57.13","9776BC77F82ABEB1E053140C1B0AF6CA","mukund1@squareup.com","E","","FRED_PRODUCT","S","","COMMERCIAL","","","","C","","","","DEFAULT","","","","XXFRED_FRKLN_SR","XXFRED_FRKLN_SR",""
"DEFAULT","AP","XXSQ_PRODUCT_EXPENSE_TIDAL","C","DEFAULT","","XXSQ_PRODUCT_EXPENSE_TIDAL","C","1","DEFAULT","","","","","10","AP","XXSQ_PRODUCT_EXPENSE_TIDAL","C","1","","","","AP","","","","bhagyashree@squareup.com","2025/06/25 05:54:30.854","","","2025/06/25 05:54:30.927","385EE10DFE9CEFB2E0639696500AAFDA","bhagyashree@squareup.com","E","","XXSQ_TIDAL","F","C","Y","","","","C","","AP","","DEFAULT","AP","","","AP","AP",""
"DEFAULT","AP","XXSQ_PRODUCT_EXPENSE_TIDAL","C","DEFAULT","","XXSQ_PRODUCT_EXPENSE_TIDAL","C","2","DEFAULT","","","","","10","AP","XXSQ_PRODUCT_EXPENSE_TIDAL","C","2","","","","AP","","","","bhagyashree@squareup.com","2025/06/25 05:54:30.864","","","2025/06/25 05:54:30.977","385EE10DFE9CEFB2E0639696500AAFDA","bhagyashree@squareup.com","E","","XXSQ_TIDAL","F","C","N","","","","C","","AP","","DEFAULT","AP","","","AP","AP",""
"DEFAULT","CST","SQ_OFFSET","C","DEFAULT","","SQ_OFFSET","C","45","DEFAULT","","","","","10","CST","SQ_OFFSET","C","45","","","","CST","","","","skallenahalli@squareup.com","2023/05/03 00:17:22.254","","","2023/05/03 00:17:22.489","FABCFE16D7556BE3E0539696500ACE2E","skallenahalli@squareup.com","E","A","ACCOUNTING_LINE_TYPE","S","","OFFSET","","","","C","","CST","","DEFAULT","CST","","","CST","CST",""
"DEFAULT","CST","SQ_OFFSET","C","DEFAULT","","SQ_OFFSET","C","45","DEFAULT","","","","","20","CST","SQ_OFFSET","C","45","","","","CST","","","","skallenahalli@squareup.com","2023/05/03 00:17:22.27","","","2023/05/03 00:17:22.496","FABCFE16D7556BE3E0539696500ACE2E","skallenahalli@squareup.com","X","","CODE_COMBINATION_ID","S","","","","","","","","CST","","DEFAULT","CST","","","CST","CST",""
"DEFAULT","CST","SQ_OFFSET","C","DEFAULT","","SQ_OFFSET","C","46","DEFAULT","","","","","10","CST","SQ_OFFSET","C","46","","","","CST","","","","skallenahalli@squareup.com","2023/05/03 00:17:22.283","","","2023/05/03 00:17:22.499","FABCFE16D7556BE3E0539696500ACE2E","skallenahalli@squareup.com","E","","ACCOUNTING_LINE_TYPE","S","","OFFSET","","","","C","","CST","","DEFAULT","CST","","","CST","CST",""
"DEFAULT","CST","SQ_PURCHASE_PRICE_VARIANCE","C","DEFAULT","","SQ_PURCHASE_PRICE_VARIANCE","C","10","DEFAULT","","","","","10","CST","SQ_PURCHASE_PRICE_VARIANCE","C","10","","","","CST","","","","pavan1@squareup.com","2019/06/23 12:59:20.509","","","2019/06/23 12:59:20.599","8B710D80DCE6CE3AE053140C1B0AD6F3","pavan1@squareup.com","E","A","ACCOUNTING_LINE_TYPE","S","","PURCHASE_PRICE_VARIANCE","","","","C","","CST","","DEFAULT","CST","","","CST","CST",""
"DEFAULT","CST","SQ_PURCHASE_PRICE_VARIANCE","C","DEFAULT","","SQ_PURCHASE_PRICE_VARIANCE","C","10","DEFAULT","","","","","20","CST","SQ_PURCHASE_PRICE_VARIANCE","C","10","","","","CST","","","","pavan1@squareup.com","2019/06/23 12:59:20.513","","","2019/06/23 12:59:20.602","8B710D80DCE6CE3AE053140C1B0AD6F3","pavan1@squareup.com","X","","CODE_COMBINATION_ID","S","","","","","","","","CST","","DEFAULT","CST","","","CST","CST",""
"DEFAULT","CST","SQ_PURCHASE_PRICE_VARIANCE","C","DEFAULT","","SQ_PURCHASE_PRICE_VARIANCE","C","20","DEFAULT","","","","","10","CST","SQ_PURCHASE_PRICE_VARIANCE","C","20","","","","CST","","","","pavan1@squareup.com","2019/06/23 12:59:20.573","","","2019/06/23 12:59:20.603","8B710D80DCE6CE3AE053140C1B0AD6F3","pavan1@squareup.com","E","","ACCOUNTING_LINE_TYPE","S","","PURCHASE_PRICE_VARIANCE","","","","C","","CST","","DEFAULT","CST","","","CST","CST",""
"DEFAULT","CST","SQ_INTER_ORG_RECEIVABLES","C","DEFAULT","","SQ_INTER_ORG_RECEIVABLES","C","10","DEFAULT","","","","","10","CST","SQ_INTER_ORG_RECEIVABLES","C","10","","","","CST","","","","pavan1@squareup.com","2019/11/20 22:26:54.976","","","2019/11/20 22:26:55.303","9776B9B7AF00BEC7E053140C1B0A530D","pavan1@squareup.com","E","A","ACCOUNTING_LINE_TYPE","S","","INTER_ORGANIZATION_RECEIVABLES","","","","C","","CST","","DEFAULT","CST","","","CST","CST",""
"DEFAULT","CST","SQ_INTER_ORG_RECEIVABLES","C","DEFAULT","","SQ_INTER_ORG_RECEIVABLES","C","10","DEFAULT","","","","","20","CST","SQ_INTER_ORG_RECEIVABLES","C","10","","","","CST","","","","pavan1@squareup.com","2019/11/20 22:26:55.066","","","2019/11/20 22:26:55.313","9776B9B7AF00BEC7E053140C1B0A530D","pavan1@squareup.com","X","","CODE_COMBINATION_ID","S","","","","","","","","CST","","DEFAULT","CST","","","CST","CST",""
"DEFAULT","CST","SQ_INTER_ORG_RECEIVABLES","C","DEFAULT","","SQ_INTER_ORG_RECEIVABLES","C","20","DEFAULT","","","","","10","CST","SQ_INTER_ORG_RECEIVABLES","C","20","","","","CST","","","","pavan1@squareup.com","2019/11/20 22:26:55.117","","","2019/11/20 22:26:55.314","9776B9B7AF00BEC7E053140C1B0A530D","pavan1@squareup.com","E","","ACCOUNTING_LINE_TYPE","S","","INTER_ORGANIZATION_RECEIVABLES","","","","C","","CST","","DEFAULT","CST","","","CST","CST",""
"DEFAULT","XX_EXPENSIFY","SQ_EXP_ACCOUNT","C","DEFAULT","","SQ_EXP_ACCOUNT","C","4","DEFAULT","","","","","10","","SQ_EXP_ACCOUNT","C","4","","","","XX_EXPENSIFY","","","","mukund1@squareup.com","2022/08/31 18:38:29.79","","","2022/08/31 18:38:29.838","E78A31BF1D687954E0539696500A24C7","mukund1@squareup.com","E","A","LINE_TYPE","S","","Tax","","","","C","","","","DEFAULT","","","","XX_EXPENSIFY","XX_EXPENSIFY",""
"DEFAULT","XX_EXPENSIFY","SQ_EXP_ACCOUNT","C","DEFAULT","","SQ_EXP_ACCOUNT","C","4","DEFAULT","","","","","20","","SQ_EXP_ACCOUNT","C","4","","","","XX_EXPENSIFY","","","","mukund1@squareup.com","2022/08/31 18:38:29.81","","","2022/08/31 18:38:29.844","E78A31BF1D687954E0539696500A24C7","mukund1@squareup.com","D","","COMPANY","S","","338","","","","C","","","","DEFAULT","","","","XX_EXPENSIFY","XX_EXPENSIFY",""
"DEFAULT","XX_EXPENSIFYACC","SQ_EXP_DEPARTMENT_ACC","C","DEFAULT","","SQ_EXP_DEPARTMENT_ACC","C","4","DEFAULT","","","","","10","","SQ_EXP_DEPARTMENT_ACC","C","4","","","","XX_EXPENSIFYACC","","","","vsangavi@squareup.com","2021/08/06 12:49:09.677","","","2021/08/06 12:49:09.964","C8D5487D95093AADE053A062500AEC90","vsangavi@squareup.com","X","A","CATEGORY","S","","","","","","","","","","DEFAULT","","","","XX_EXPENSIFYACC","XX_EXPENSIFYACC",""
"DEFAULT","XX_EXPENSIFYACC","SQ_EXP_DEPARTMENT_ACC","C","DEFAULT","","SQ_EXP_DEPARTMENT_ACC","C","4","DEFAULT","","","","","20","","SQ_EXP_DEPARTMENT_ACC","C","4","","","","XX_EXPENSIFYACC","","","","vsangavi@squareup.com","2021/08/06 12:49:09.717","","","2021/08/06 12:49:09.97","C8D5487D95093AADE053A062500AEC90","vsangavi@squareup.com","D","","ACCOUNT","S","","1300125","","","","C","","","","DEFAULT","","","","XX_EXPENSIFYACC","XX_EXPENSIFYACC",""
"DEFAULT","XX_EXPENSIFYACC","SQ_EXP_DEPARTMENT_ACC","C","DEFAULT","","SQ_EXP_DEPARTMENT_ACC","C","5","DEFAULT","","","","","10","","SQ_EXP_DEPARTMENT_ACC","C","5","","","","XX_EXPENSIFYACC","","","","vsangavi@squareup.com","2021/08/06 12:50:10.588","","","2021/08/06 12:50:10.625","C8D5487D95093AADE053A062500AEC90","vsangavi@squareup.com","E","","ACCOUNT","S","","1300125","","","","C","","","","DEFAULT","","","","XX_EXPENSIFYACC","XX_EXPENSIFYACC",""
"DEFAULT","XX_EXPENSIFYACC","SQ_EXP_EXPENSE_ACC","C","DEFAULT","","SQ_EXP_EXPENSE_ACC","C","4","DEFAULT","","","","","10","","SQ_EXP_EXPENSE_ACC","C","4","","","","XX_EXPENSIFYACC","","","","jinesh@squareup.com","2020/11/06 16:36:18.475","","","2020/11/06 16:36:18.502","AD73D7D0E5B46D4FE053120C1B0ACA8E","jinesh@squareup.com","N","","CATEGORY","S","","","","","","","","","","DEFAULT","","","","XX_EXPENSIFYACC","XX_EXPENSIFYACC",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","10","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","(","","satish@squareup.com","2025/09/03 18:06:17.555","","","2025/09/03 18:06:18.016","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","107","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","20","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.571","","","2025/09/03 18:06:18.02","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","108","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","30","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.583","","","2025/09/03 18:06:18.021","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","109","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","40","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.593","","","2025/09/03 18:06:18.022","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","1","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","50","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.604","","","2025/09/03 18:06:18.023","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","99","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","60","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.614","","","2025/09/03 18:06:18.024","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","100","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","70","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.625","","","2025/09/03 18:06:18.025","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","101","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","80","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.634","","","2025/09/03 18:06:18.026","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","110","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","90","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.645","","","2025/09/03 18:06:18.027","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","111","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","100","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.655","","","2025/09/03 18:06:18.027","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","112","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","110","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.665","","","2025/09/03 18:06:18.028","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","114","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","120","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.677","","","2025/09/03 18:06:18.029","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","115","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","130","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.687","","","2025/09/03 18:06:18.03","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","116","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","140","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.698","","","2025/09/03 18:06:18.031","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","118","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","150","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.709","","","2025/09/03 18:06:18.032","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","119","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
"DEFAULT","XXFRED_CAPITAL","CAPITAL_NATURAL_ACCOUNT_DR","C","DEFAULT","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","DEFAULT","","","","","160","","CAPITAL_NATURAL_ACCOUNT_DR","C","729","","","","XXFRED_CAPITAL","","","","satish@squareup.com","2025/09/03 18:06:17.718","","","2025/09/03 18:06:18.034","3D8AA9BAEBBD343FE0639696500AF385","satish@squareup.com","E","O","FRED_FUND_ID","S","","120","","","","C","","","","DEFAULT","","","","XXFRED_CAPITAL","XXFRED_CAPITAL",""
